2026-01-22T17:47:13.509Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-01-22T21:25:20.296Z | redis_connection_test | {"host":"localhost","port":6379,"hasPassword":false} | SUCCESS | RESPONSE: {"status":"success"}
2026-01-22T21:25:20.296Z | notifications/initialized | {} | SUCCESS | RESPONSE: null
2026-01-22T21:37:05.877Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-01-22T21:37:05.880Z | initialize | {"protocolVersion":"2025-11-25","capabilities":{"roots":{}},"clientInfo":{"name":"claude-code","version":"2.1.16"}} | SUCCESS | RESPONSE: null
2026-01-22T21:37:05.880Z | initialize | {"protocolVersion":"2025-11-25","capabilities":{"roots":{}},"clientInfo":{"name":"claude-code","version":"2.1.16"}} | SUCCESS | RESPONSE: {"protocolVersion":"2025-11-25","capabilities":{"tools":{"listChanged":false},"roots":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2026-01-22T21:37:05.886Z | tools/list | {} | SUCCESS | RESPONSE: {"tools":[{"name":"get_data","description":"Get data by key from Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to get data from"}},"required":["key"]}},{"name":"list_keys","description":"List Redis keys with optional pattern matching","inputSchema":{"type":"object","properties":{"pattern":{"type":"string","description":"Key pattern to match (default: *)"},"limit":{"type":"number","description":"Maximum number of keys to return (default: 100)"},"offset":{"type":"number","description":"Number of keys to skip (default: 0)"}}}},{"name":"exists_key","description":"Check if a key exists in Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to check"}},"required":["key"]}},{"name":"get_key_info","description":"Get detailed information about a key","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to get info for"}},"required":["key"]}},{"name":"get_redis_info","description":"Get Redis server information","inputSchema":{"type":"object","properties":{}}},{"name":"get_database_stats","description":"Get Redis database statistics","inputSchema":{"type":"object","properties":{}}},{"name":"get_memory_info","description":"Get Redis memory usage information","inputSchema":{"type":"object","properties":{}}},{"name":"test_connection","description":"Test Redis connection","inputSchema":{"type":"object","properties":{}}},{"name":"get_operation_logs","description":"Get operation logs","inputSchema":{"type":"object","properties":{"limit":{"type":"number","description":"Limit count, default 50"},"offset":{"type":"number","description":"Offset, default 0"}}}},{"name":"check_permissions","description":"Check Redis permissions for insert, update, delete, create and drop operations","inputSchema":{"type":"object","properties":{}}},{"name":"set_data","description":"Set/insert data for a key in Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to set data for"},"value":{"description":"Value to set for the key"},"ttl":{"type":"number","description":"Time to live in seconds (optional)"},"type":{"type":"string","description":"Data type: string, list, set, hash (default: string)"}},"required":["key","value"]}},{"name":"update_data","description":"Update existing data for a key in Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to update"},"value":{"description":"New value for the key"},"ttl":{"type":"number","description":"Time to live in seconds (optional)"}},"required":["key","value"]}},{"name":"delete_data","description":"Delete data by key from Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to delete"}},"required":["key"]}},{"name":"create_key","description":"Create a new key in Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to create"},"value":{"description":"Initial value for the key (default: empty string)"},"type":{"type":"string","description":"Data type: string, list, set, hash (default: string)"},"ttl":{"type":"number","description":"Time to live in seconds (optional)"}},"required":["key"]}},{"name":"drop_key","description":"Delete a key from Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to delete"}},"required":["key"]}},{"name":"rename_key","description":"Rename a key in Redis","inputSchema":{"type":"object","properties":{"oldKey":{"type":"string","description":"Current key name"},"newKey":{"type":"string","description":"New key name"}},"required":["oldKey","newKey"]}},{"name":"set_ttl","description":"Set time to live for a key","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to set TTL for"},"ttl":{"type":"number","description":"Time to live in seconds"}},"required":["key","ttl"]}},{"name":"remove_ttl","description":"Remove time to live from a key","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to remove TTL from"}},"required":["key"]}}],"environment":{"ALLOW_INSERT":true,"ALLOW_UPDATE":true,"ALLOW_DELETE":true,"ALLOW_CREATE":true,"ALLOW_DROP":true,"HOST":"localhost","PORT":"6379","PASSWORD":"none","serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}}
2026-01-22T21:37:05.889Z | redis_connection_test | {"host":"localhost","port":6379,"hasPassword":false} | SUCCESS | RESPONSE: {"status":"success"}
2026-01-22T21:37:05.889Z | notifications/initialized | {} | SUCCESS | RESPONSE: null
2026-01-22T22:22:14.786Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-01-22T22:22:14.789Z | initialize | {"protocolVersion":"2025-11-25","capabilities":{"roots":{}},"clientInfo":{"name":"claude-code","version":"2.1.17"}} | SUCCESS | RESPONSE: null
2026-01-22T22:22:14.789Z | initialize | {"protocolVersion":"2025-11-25","capabilities":{"roots":{}},"clientInfo":{"name":"claude-code","version":"2.1.17"}} | SUCCESS | RESPONSE: {"protocolVersion":"2025-11-25","capabilities":{"tools":{"listChanged":false},"roots":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2026-01-22T22:22:14.794Z | tools/list | {} | SUCCESS | RESPONSE: {"tools":[{"name":"get_data","description":"Get data by key from Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to get data from"}},"required":["key"]}},{"name":"list_keys","description":"List Redis keys with optional pattern matching","inputSchema":{"type":"object","properties":{"pattern":{"type":"string","description":"Key pattern to match (default: *)"},"limit":{"type":"number","description":"Maximum number of keys to return (default: 100)"},"offset":{"type":"number","description":"Number of keys to skip (default: 0)"}}}},{"name":"exists_key","description":"Check if a key exists in Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to check"}},"required":["key"]}},{"name":"get_key_info","description":"Get detailed information about a key","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to get info for"}},"required":["key"]}},{"name":"get_redis_info","description":"Get Redis server information","inputSchema":{"type":"object","properties":{}}},{"name":"get_database_stats","description":"Get Redis database statistics","inputSchema":{"type":"object","properties":{}}},{"name":"get_memory_info","description":"Get Redis memory usage information","inputSchema":{"type":"object","properties":{}}},{"name":"test_connection","description":"Test Redis connection","inputSchema":{"type":"object","properties":{}}},{"name":"get_operation_logs","description":"Get operation logs","inputSchema":{"type":"object","properties":{"limit":{"type":"number","description":"Limit count, default 50"},"offset":{"type":"number","description":"Offset, default 0"}}}},{"name":"check_permissions","description":"Check Redis permissions for insert, update, delete, create and drop operations","inputSchema":{"type":"object","properties":{}}},{"name":"set_data","description":"Set/insert data for a key in Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to set data for"},"value":{"description":"Value to set for the key"},"ttl":{"type":"number","description":"Time to live in seconds (optional)"},"type":{"type":"string","description":"Data type: string, list, set, hash (default: string)"}},"required":["key","value"]}},{"name":"update_data","description":"Update existing data for a key in Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to update"},"value":{"description":"New value for the key"},"ttl":{"type":"number","description":"Time to live in seconds (optional)"}},"required":["key","value"]}},{"name":"delete_data","description":"Delete data by key from Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to delete"}},"required":["key"]}},{"name":"create_key","description":"Create a new key in Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to create"},"value":{"description":"Initial value for the key (default: empty string)"},"type":{"type":"string","description":"Data type: string, list, set, hash (default: string)"},"ttl":{"type":"number","description":"Time to live in seconds (optional)"}},"required":["key"]}},{"name":"drop_key","description":"Delete a key from Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to delete"}},"required":["key"]}},{"name":"rename_key","description":"Rename a key in Redis","inputSchema":{"type":"object","properties":{"oldKey":{"type":"string","description":"Current key name"},"newKey":{"type":"string","description":"New key name"}},"required":["oldKey","newKey"]}},{"name":"set_ttl","description":"Set time to live for a key","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to set TTL for"},"ttl":{"type":"number","description":"Time to live in seconds"}},"required":["key","ttl"]}},{"name":"remove_ttl","description":"Remove time to live from a key","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to remove TTL from"}},"required":["key"]}}],"environment":{"ALLOW_INSERT":true,"ALLOW_UPDATE":true,"ALLOW_DELETE":true,"ALLOW_CREATE":true,"ALLOW_DROP":true,"HOST":"localhost","PORT":"6379","PASSWORD":"none","serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}}
2026-01-22T22:22:14.797Z | redis_connection_test | {"host":"localhost","port":6379,"hasPassword":false} | SUCCESS | RESPONSE: {"status":"success"}
2026-01-22T22:22:14.797Z | notifications/initialized | {} | SUCCESS | RESPONSE: null
2026-01-23T02:28:03.976Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-01-23T02:28:03.978Z | initialize | {"protocolVersion":"2025-11-25","capabilities":{"roots":{}},"clientInfo":{"name":"claude-code","version":"2.1.17"}} | SUCCESS | RESPONSE: null
2026-01-23T02:28:03.978Z | initialize | {"protocolVersion":"2025-11-25","capabilities":{"roots":{}},"clientInfo":{"name":"claude-code","version":"2.1.17"}} | SUCCESS | RESPONSE: {"protocolVersion":"2025-11-25","capabilities":{"tools":{"listChanged":false},"roots":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2026-01-23T02:28:03.984Z | tools/list | {} | SUCCESS | RESPONSE: {"tools":[{"name":"get_data","description":"Get data by key from Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to get data from"}},"required":["key"]}},{"name":"list_keys","description":"List Redis keys with optional pattern matching","inputSchema":{"type":"object","properties":{"pattern":{"type":"string","description":"Key pattern to match (default: *)"},"limit":{"type":"number","description":"Maximum number of keys to return (default: 100)"},"offset":{"type":"number","description":"Number of keys to skip (default: 0)"}}}},{"name":"exists_key","description":"Check if a key exists in Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to check"}},"required":["key"]}},{"name":"get_key_info","description":"Get detailed information about a key","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to get info for"}},"required":["key"]}},{"name":"get_redis_info","description":"Get Redis server information","inputSchema":{"type":"object","properties":{}}},{"name":"get_database_stats","description":"Get Redis database statistics","inputSchema":{"type":"object","properties":{}}},{"name":"get_memory_info","description":"Get Redis memory usage information","inputSchema":{"type":"object","properties":{}}},{"name":"test_connection","description":"Test Redis connection","inputSchema":{"type":"object","properties":{}}},{"name":"get_operation_logs","description":"Get operation logs","inputSchema":{"type":"object","properties":{"limit":{"type":"number","description":"Limit count, default 50"},"offset":{"type":"number","description":"Offset, default 0"}}}},{"name":"check_permissions","description":"Check Redis permissions for insert, update, delete, create and drop operations","inputSchema":{"type":"object","properties":{}}},{"name":"set_data","description":"Set/insert data for a key in Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to set data for"},"value":{"description":"Value to set for the key"},"ttl":{"type":"number","description":"Time to live in seconds (optional)"},"type":{"type":"string","description":"Data type: string, list, set, hash (default: string)"}},"required":["key","value"]}},{"name":"update_data","description":"Update existing data for a key in Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to update"},"value":{"description":"New value for the key"},"ttl":{"type":"number","description":"Time to live in seconds (optional)"}},"required":["key","value"]}},{"name":"delete_data","description":"Delete data by key from Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to delete"}},"required":["key"]}},{"name":"create_key","description":"Create a new key in Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to create"},"value":{"description":"Initial value for the key (default: empty string)"},"type":{"type":"string","description":"Data type: string, list, set, hash (default: string)"},"ttl":{"type":"number","description":"Time to live in seconds (optional)"}},"required":["key"]}},{"name":"drop_key","description":"Delete a key from Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to delete"}},"required":["key"]}},{"name":"rename_key","description":"Rename a key in Redis","inputSchema":{"type":"object","properties":{"oldKey":{"type":"string","description":"Current key name"},"newKey":{"type":"string","description":"New key name"}},"required":["oldKey","newKey"]}},{"name":"set_ttl","description":"Set time to live for a key","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to set TTL for"},"ttl":{"type":"number","description":"Time to live in seconds"}},"required":["key","ttl"]}},{"name":"remove_ttl","description":"Remove time to live from a key","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to remove TTL from"}},"required":["key"]}}],"environment":{"ALLOW_INSERT":true,"ALLOW_UPDATE":true,"ALLOW_DELETE":true,"ALLOW_CREATE":true,"ALLOW_DROP":true,"HOST":"localhost","PORT":"6379","PASSWORD":"none","serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}}
2026-01-23T02:28:03.991Z | redis_connection_test | {"host":"localhost","port":6379,"hasPassword":false} | SUCCESS | RESPONSE: {"status":"success"}
2026-01-23T02:28:03.991Z | notifications/initialized | {} | SUCCESS | RESPONSE: null
2026-01-23T02:28:05.986Z | SIGINT | {"signal":"SIGINT"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-01-23T02:28:06.046Z | connection_closed | {} | SUCCESS | RESPONSE: {"status":"closed"}
2026-01-23T02:28:55.257Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-01-23T02:28:55.262Z | initialize | {"protocolVersion":"2025-11-25","capabilities":{"roots":{}},"clientInfo":{"name":"claude-code","version":"2.1.17"}} | SUCCESS | RESPONSE: null
2026-01-23T02:28:55.262Z | initialize | {"protocolVersion":"2025-11-25","capabilities":{"roots":{}},"clientInfo":{"name":"claude-code","version":"2.1.17"}} | SUCCESS | RESPONSE: {"protocolVersion":"2025-11-25","capabilities":{"tools":{"listChanged":false},"roots":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2026-01-23T02:28:55.271Z | tools/list | {} | SUCCESS | RESPONSE: {"tools":[{"name":"get_data","description":"Get data by key from Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to get data from"}},"required":["key"]}},{"name":"list_keys","description":"List Redis keys with optional pattern matching","inputSchema":{"type":"object","properties":{"pattern":{"type":"string","description":"Key pattern to match (default: *)"},"limit":{"type":"number","description":"Maximum number of keys to return (default: 100)"},"offset":{"type":"number","description":"Number of keys to skip (default: 0)"}}}},{"name":"exists_key","description":"Check if a key exists in Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to check"}},"required":["key"]}},{"name":"get_key_info","description":"Get detailed information about a key","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to get info for"}},"required":["key"]}},{"name":"get_redis_info","description":"Get Redis server information","inputSchema":{"type":"object","properties":{}}},{"name":"get_database_stats","description":"Get Redis database statistics","inputSchema":{"type":"object","properties":{}}},{"name":"get_memory_info","description":"Get Redis memory usage information","inputSchema":{"type":"object","properties":{}}},{"name":"test_connection","description":"Test Redis connection","inputSchema":{"type":"object","properties":{}}},{"name":"get_operation_logs","description":"Get operation logs","inputSchema":{"type":"object","properties":{"limit":{"type":"number","description":"Limit count, default 50"},"offset":{"type":"number","description":"Offset, default 0"}}}},{"name":"check_permissions","description":"Check Redis permissions for insert, update, delete, create and drop operations","inputSchema":{"type":"object","properties":{}}},{"name":"set_data","description":"Set/insert data for a key in Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to set data for"},"value":{"description":"Value to set for the key"},"ttl":{"type":"number","description":"Time to live in seconds (optional)"},"type":{"type":"string","description":"Data type: string, list, set, hash (default: string)"}},"required":["key","value"]}},{"name":"update_data","description":"Update existing data for a key in Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to update"},"value":{"description":"New value for the key"},"ttl":{"type":"number","description":"Time to live in seconds (optional)"}},"required":["key","value"]}},{"name":"delete_data","description":"Delete data by key from Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to delete"}},"required":["key"]}},{"name":"create_key","description":"Create a new key in Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to create"},"value":{"description":"Initial value for the key (default: empty string)"},"type":{"type":"string","description":"Data type: string, list, set, hash (default: string)"},"ttl":{"type":"number","description":"Time to live in seconds (optional)"}},"required":["key"]}},{"name":"drop_key","description":"Delete a key from Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to delete"}},"required":["key"]}},{"name":"rename_key","description":"Rename a key in Redis","inputSchema":{"type":"object","properties":{"oldKey":{"type":"string","description":"Current key name"},"newKey":{"type":"string","description":"New key name"}},"required":["oldKey","newKey"]}},{"name":"set_ttl","description":"Set time to live for a key","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to set TTL for"},"ttl":{"type":"number","description":"Time to live in seconds"}},"required":["key","ttl"]}},{"name":"remove_ttl","description":"Remove time to live from a key","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to remove TTL from"}},"required":["key"]}}],"environment":{"ALLOW_INSERT":true,"ALLOW_UPDATE":true,"ALLOW_DELETE":true,"ALLOW_CREATE":true,"ALLOW_DROP":true,"HOST":"localhost","PORT":"6379","PASSWORD":"none","serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}}
2026-01-23T02:28:55.277Z | redis_connection_test | {"host":"localhost","port":6379,"hasPassword":false} | SUCCESS | RESPONSE: {"status":"success"}
2026-01-23T02:28:55.277Z | notifications/initialized | {} | SUCCESS | RESPONSE: null
2026-01-28T09:30:29.137Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-01-28T09:30:29.172Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-01-28T09:30:29.179Z | connection_closed | {} | SUCCESS | RESPONSE: {"status":"closed"}
2026-01-28T20:29:04.045Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-01-28T20:29:04.048Z | initialize | {"protocolVersion":"2025-11-25","capabilities":{"roots":{}},"clientInfo":{"name":"claude-code","version":"2.1.22"}} | SUCCESS | RESPONSE: null
2026-01-28T20:29:04.048Z | initialize | {"protocolVersion":"2025-11-25","capabilities":{"roots":{}},"clientInfo":{"name":"claude-code","version":"2.1.22"}} | SUCCESS | RESPONSE: {"protocolVersion":"2025-11-25","capabilities":{"tools":{"listChanged":false},"roots":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2026-01-28T20:29:04.053Z | tools/list | {} | SUCCESS | RESPONSE: {"tools":[{"name":"get_data","description":"Get data by key from Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to get data from"}},"required":["key"]}},{"name":"list_keys","description":"List Redis keys with optional pattern matching","inputSchema":{"type":"object","properties":{"pattern":{"type":"string","description":"Key pattern to match (default: *)"},"limit":{"type":"number","description":"Maximum number of keys to return (default: 100)"},"offset":{"type":"number","description":"Number of keys to skip (default: 0)"}}}},{"name":"exists_key","description":"Check if a key exists in Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to check"}},"required":["key"]}},{"name":"get_key_info","description":"Get detailed information about a key","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to get info for"}},"required":["key"]}},{"name":"get_redis_info","description":"Get Redis server information","inputSchema":{"type":"object","properties":{}}},{"name":"get_database_stats","description":"Get Redis database statistics","inputSchema":{"type":"object","properties":{}}},{"name":"get_memory_info","description":"Get Redis memory usage information","inputSchema":{"type":"object","properties":{}}},{"name":"test_connection","description":"Test Redis connection","inputSchema":{"type":"object","properties":{}}},{"name":"get_operation_logs","description":"Get operation logs","inputSchema":{"type":"object","properties":{"limit":{"type":"number","description":"Limit count, default 50"},"offset":{"type":"number","description":"Offset, default 0"}}}},{"name":"check_permissions","description":"Check Redis permissions for insert, update, delete, create and drop operations","inputSchema":{"type":"object","properties":{}}},{"name":"set_data","description":"Set/insert data for a key in Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to set data for"},"value":{"description":"Value to set for the key"},"ttl":{"type":"number","description":"Time to live in seconds (optional)"},"type":{"type":"string","description":"Data type: string, list, set, hash (default: string)"}},"required":["key","value"]}},{"name":"update_data","description":"Update existing data for a key in Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to update"},"value":{"description":"New value for the key"},"ttl":{"type":"number","description":"Time to live in seconds (optional)"}},"required":["key","value"]}},{"name":"delete_data","description":"Delete data by key from Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to delete"}},"required":["key"]}},{"name":"create_key","description":"Create a new key in Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to create"},"value":{"description":"Initial value for the key (default: empty string)"},"type":{"type":"string","description":"Data type: string, list, set, hash (default: string)"},"ttl":{"type":"number","description":"Time to live in seconds (optional)"}},"required":["key"]}},{"name":"drop_key","description":"Delete a key from Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to delete"}},"required":["key"]}},{"name":"rename_key","description":"Rename a key in Redis","inputSchema":{"type":"object","properties":{"oldKey":{"type":"string","description":"Current key name"},"newKey":{"type":"string","description":"New key name"}},"required":["oldKey","newKey"]}},{"name":"set_ttl","description":"Set time to live for a key","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to set TTL for"},"ttl":{"type":"number","description":"Time to live in seconds"}},"required":["key","ttl"]}},{"name":"remove_ttl","description":"Remove time to live from a key","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to remove TTL from"}},"required":["key"]}}],"environment":{"ALLOW_INSERT":true,"ALLOW_UPDATE":true,"ALLOW_DELETE":true,"ALLOW_CREATE":true,"ALLOW_DROP":true,"HOST":"localhost","PORT":"6379","PASSWORD":"none","serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}}
2026-01-28T20:29:04.057Z | redis_connection_test | {"host":"localhost","port":6379,"hasPassword":false} | SUCCESS | RESPONSE: {"status":"success"}
2026-01-28T20:29:04.057Z | notifications/initialized | {} | SUCCESS | RESPONSE: null
2026-01-28T20:41:29.854Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-01-28T20:41:29.855Z | initialize | {"protocolVersion":"2025-11-25","capabilities":{"roots":{}},"clientInfo":{"name":"claude-code","version":"2.0.74"}} | SUCCESS | RESPONSE: null
2026-01-28T20:41:29.855Z | initialize | {"protocolVersion":"2025-11-25","capabilities":{"roots":{}},"clientInfo":{"name":"claude-code","version":"2.0.74"}} | SUCCESS | RESPONSE: {"protocolVersion":"2025-11-25","capabilities":{"tools":{"listChanged":false},"roots":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2026-01-28T20:41:29.861Z | tools/list | {} | SUCCESS | RESPONSE: {"tools":[{"name":"get_data","description":"Get data by key from Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to get data from"}},"required":["key"]}},{"name":"list_keys","description":"List Redis keys with optional pattern matching","inputSchema":{"type":"object","properties":{"pattern":{"type":"string","description":"Key pattern to match (default: *)"},"limit":{"type":"number","description":"Maximum number of keys to return (default: 100)"},"offset":{"type":"number","description":"Number of keys to skip (default: 0)"}}}},{"name":"exists_key","description":"Check if a key exists in Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to check"}},"required":["key"]}},{"name":"get_key_info","description":"Get detailed information about a key","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to get info for"}},"required":["key"]}},{"name":"get_redis_info","description":"Get Redis server information","inputSchema":{"type":"object","properties":{}}},{"name":"get_database_stats","description":"Get Redis database statistics","inputSchema":{"type":"object","properties":{}}},{"name":"get_memory_info","description":"Get Redis memory usage information","inputSchema":{"type":"object","properties":{}}},{"name":"test_connection","description":"Test Redis connection","inputSchema":{"type":"object","properties":{}}},{"name":"get_operation_logs","description":"Get operation logs","inputSchema":{"type":"object","properties":{"limit":{"type":"number","description":"Limit count, default 50"},"offset":{"type":"number","description":"Offset, default 0"}}}},{"name":"check_permissions","description":"Check Redis permissions for insert, update, delete, create and drop operations","inputSchema":{"type":"object","properties":{}}},{"name":"set_data","description":"Set/insert data for a key in Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to set data for"},"value":{"description":"Value to set for the key"},"ttl":{"type":"number","description":"Time to live in seconds (optional)"},"type":{"type":"string","description":"Data type: string, list, set, hash (default: string)"}},"required":["key","value"]}},{"name":"update_data","description":"Update existing data for a key in Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to update"},"value":{"description":"New value for the key"},"ttl":{"type":"number","description":"Time to live in seconds (optional)"}},"required":["key","value"]}},{"name":"delete_data","description":"Delete data by key from Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to delete"}},"required":["key"]}},{"name":"create_key","description":"Create a new key in Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to create"},"value":{"description":"Initial value for the key (default: empty string)"},"type":{"type":"string","description":"Data type: string, list, set, hash (default: string)"},"ttl":{"type":"number","description":"Time to live in seconds (optional)"}},"required":["key"]}},{"name":"drop_key","description":"Delete a key from Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to delete"}},"required":["key"]}},{"name":"rename_key","description":"Rename a key in Redis","inputSchema":{"type":"object","properties":{"oldKey":{"type":"string","description":"Current key name"},"newKey":{"type":"string","description":"New key name"}},"required":["oldKey","newKey"]}},{"name":"set_ttl","description":"Set time to live for a key","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to set TTL for"},"ttl":{"type":"number","description":"Time to live in seconds"}},"required":["key","ttl"]}},{"name":"remove_ttl","description":"Remove time to live from a key","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to remove TTL from"}},"required":["key"]}}],"environment":{"ALLOW_INSERT":true,"ALLOW_UPDATE":true,"ALLOW_DELETE":true,"ALLOW_CREATE":true,"ALLOW_DROP":true,"HOST":"localhost","PORT":"6379","PASSWORD":"none","serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}}
2026-01-28T20:41:29.864Z | redis_connection_test | {"host":"localhost","port":6379,"hasPassword":false} | SUCCESS | RESPONSE: {"status":"success"}
2026-01-28T20:41:29.865Z | notifications/initialized | {} | SUCCESS | RESPONSE: null
2026-01-29T00:04:56.135Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-01-29T00:04:56.136Z | initialize | {"protocolVersion":"2025-11-25","capabilities":{"roots":{}},"clientInfo":{"name":"claude-code","version":"2.0.74"}} | SUCCESS | RESPONSE: null
